college-stub	department-stub	program-stub	department-name	min-credit-hours	max-credit-hours	course-description	course-number	course-name	course-url
family-home-and-social-sciences	psychology	theory-and-research-social-psychology	Psychology	3	3	Current theories and research on interaction with others.	PSYCH 550	Theory and Research in Social Psychology	/family-home-and-social-sciences/psychology/theory-and-research-social-psychology
family-home-and-social-sciences	psychology	applied-social-psychology	Psychology	3	3	Overview of domains in which social psychological theory and research have been applied in field settings.	PSYCH 552	Applied Social Psychology	/family-home-and-social-sciences/psychology/applied-social-psychology
family-home-and-social-sciences	psychology	group-dynamics	Psychology	3	3	Theories and research on small-group processes and mass behavior.	PSYCH 555	Group Dynamics	/family-home-and-social-sciences/psychology/group-dynamics
family-home-and-social-sciences	psychology	learning-theory	Psychology	3	3	Critical review of current theories and persistent issues.	PSYCH 560	Learning Theory	/family-home-and-social-sciences/psychology/learning-theory
family-home-and-social-sciences	psychology	motivational-psychology	Psychology	3	3	Theoretical, historical, and empirical overview; recent trends and issues; role of animal studies; methodological issues.	PSYCH 565	Motivational Psychology	/family-home-and-social-sciences/psychology/motivational-psychology
family-home-and-social-sciences	psychology	cognitive-processes	Psychology	3	3	Theory and research in perception, attention, language, problem solving, and other thinking processes.	PSYCH 575	Cognitive Processes	/family-home-and-social-sciences/psychology/cognitive-processes
family-home-and-social-sciences	psychology	seminar-mathematical-psychology	Psychology	3	3	Variable topics concerning the application of mathematical and statistical methods to psychology, with emphasis on jointly publishing a methods paper.	PSYCH 578R	Seminar in Mathematical Psychology	/family-home-and-social-sciences/psychology/seminar-mathematical-psychology
family-home-and-social-sciences	psychology	health-psychology	Psychology	3	3	In-depth examination of behavior from perspective of health and disease	PSYCH 583	Health Psychology	/family-home-and-social-sciences/psychology/health-psychology
family-home-and-social-sciences	psychology	cognition-affect-and-brain-function	Psychology	3	3	Basic principles of cognition and affect as they relate to normal brain function and following neural disease or injury.	PSYCH 584	Cognition, Affect, and Brain Function	/family-home-and-social-sciences/psychology/cognition-affect-and-brain-function
family-home-and-social-sciences	psychology	human-neuropsychologybiological-bases-of-behavior	Psychology	3	3	Critical study of brain-behavior relationships.	PSYCH 585	Human Neuropsychology/Biological Bases of Behavior	/family-home-and-social-sciences/psychology/human-neuropsychologybiological-bases-of-behavior
family-home-and-social-sciences	psychology	hormones-and-behavior	Psychology	3	3	Neural and endocrine mechanisms underlying behavior.	PSYCH 586	Hormones and Behavior	/family-home-and-social-sciences/psychology/hormones-and-behavior
family-home-and-social-sciences	psychology	sensory-and-perceptual-processes	Psychology	3	3	Critical examination of sensory mechanisms and perceptual organization.	PSYCH 587	Sensory and Perceptual Processes	/family-home-and-social-sciences/psychology/sensory-and-perceptual-processes
management	public-management	international-development-policy-0	Public Management	3	3	Designing and evaluating policy in international development. Empirical evidence from randomized control trials, best practices in development policy, behavioral economics and models of behavior change, and design thinking.	MPA 519	International Development Policy	/management/public-management/international-development-policy-0
management	public-management	finance-public-administrators	Public Management	1.5	1.5	Application of basic time value of money and forecasting methods.	MPA 520	Finance for Public Administrators	/management/public-management/finance-public-administrators
management	public-management	nonprofit-fund-development	Public Management	1.5	1.5	The fundamentals of nonprofit fundraising, including how to select and apply appropriate fundraising techniques and how to develop a comprehensive fund development plan.	MPA 552	Nonprofit Fund Development	/management/public-management/nonprofit-fund-development
management	public-management	grant-writing	Public Management	1	1	The practice of grant writing as a key element of a comprehensive fund development plan. Topics include identifying appropriate grants, writing a grant application, and managing the grantor-grantee relationship.	MPA 553	Grant Writing	/management/public-management/grant-writing
management	public-management	health-services-delivery	Public Management	3	3	Introductory course to key concepts and understanding of the organization and management of health services delivery.	MPA 590	Health Services Delivery	/management/public-management/health-services-delivery
management	public-management	health-care-executive-lectures	Public Management	0.5	0.5	Top executives share insights about the health care industry and related career opportunities.	MPA 591R	Health Care Executive Lectures	/management/public-management/health-care-executive-lectures
management	public-management	health-care-internship	Public Management	3	3	Designed to give relevant experience to students preparing for careers in health care management.	MPA 599R	Health Care Internship	/management/public-management/health-care-internship
family-home-and-social-sciences		introduction-policy-analysis	Family Home and Social Sciences	3	3	Models of policy analysis; defining policy; problems and policy analysis questions.	P POL 501	Introduction to Policy Analysis	/family-home-and-social-sciences/introduction-policy-analysis
family-home-and-social-sciences		policy-process	Family Home and Social Sciences	3	3	Models of public policy making; interaction of politics and policy making.	P POL 502	Policy Process	/family-home-and-social-sciences/policy-process
family-home-and-social-sciences		normative-theories-of-policy-analysis	Family Home and Social Sciences	3	3	Alternative norms and values used in making policy choices.	P POL 505	Normative Theories of Policy Analysis	/family-home-and-social-sciences/normative-theories-of-policy-analysis
family-home-and-social-sciences		academic-internship	Family Home and Social Sciences	9	9	Internship with an organization conducting policy analysis.	P POL 599R	Academic Internship	/family-home-and-social-sciences/academic-internship
management	recreation-management	introduction-outdoor-recreation-activities	Recreation Management	2	2	Participation in a variety of outdoor activities.	RECM 123	Introduction to Outdoor Recreation Activities	/management/recreation-management/introduction-outdoor-recreation-activities
management	recreation-management	academic-internship-practicum	Recreation Management	3	3	Internship or cooperative education experience evaluated by supervisor and posted on student's transcript	RECM 199R	Academic Internship: Practicum	/management/recreation-management/academic-internship-practicum
management	recreation-management	basic-backpacking	Recreation Management	2	2		RECM 223R	Basic Backpacking	/management/recreation-management/basic-backpacking
management	recreation-management	camping-skills	Recreation Management	2	2		RECM 223R	Camping Skills	/management/recreation-management/camping-skills
management	recreation-management	family-outdoor-recreation	Recreation Management	2	2		RECM 223R	Family Outdoor Recreation	/management/recreation-management/family-outdoor-recreation
management	recreation-management	fly-fishing	Recreation Management	2	2		RECM 223R	Fly Fishing	/management/recreation-management/fly-fishing
management	recreation-management	hiking-and-survival	Recreation Management	2	2		RECM 223R	Hiking and Survival	/management/recreation-management/hiking-and-survival
management	recreation-management	mountain-biking	Recreation Management	2	2		RECM 223R	Mountain Biking	/management/recreation-management/mountain-biking
management	recreation-management	outdoor-skills-leadership	Recreation Management	2	2	In-depth approach to leadership skills in selected outdoor specialty areas, including camping, hiking and survival, basic backpacking, winter camping, mountain biking, fly-fishing, sailing, river recreation, rock climbing, family outdoor recreation...	RECM 223R	Outdoor Skills Leadership	/management/recreation-management/outdoor-skills-leadership
management	recreation-management	river-recreation	Recreation Management	2	2		RECM 223R	River Recreation	/management/recreation-management/river-recreation
management	recreation-management	rock-climbing	Recreation Management	2	2		RECM 223R	Rock Climbing	/management/recreation-management/rock-climbing
management	recreation-management	sailing	Recreation Management	2	2		RECM 223R	Sailing	/management/recreation-management/sailing
management	recreation-management	ski-instructor	Recreation Management	2	2	In-depth approach to leadership skills in selected outdoor specialty areas, including camping, hiking and survival, basic backpacking, winter camping, mountain biking, fly-fishing, sailing, river recreation, rock climbing, family outdoor recreation...	RECM 223R	Ski Instructor	/management/recreation-management/ski-instructor
management	recreation-management	wilderness-trek	Recreation Management	2	2		RECM 223R	Wilderness Trek	/management/recreation-management/wilderness-trek
management	recreation-management	winter-camping	Recreation Management	2	2		RECM 223R	Winter Camping	/management/recreation-management/winter-camping
management	recreation-management	creating-good-life-through-recreation	Recreation Management	3	3	Considering foundational recreation concepts and contemporary issues. Exploring professional opportunities in recreation.	RECM 300	Creating a Good Life through Recreation	/management/recreation-management/creating-good-life-through-recreation
management	recreation-management	family-recreation	Recreation Management	3	3	Exploring the role of family recreation in building successful families.	RECM 301	Family Recreation	/management/recreation-management/family-recreation
management	recreation-management	introduction-nonprofit-organizations	Recreation Management	3	3	Leading in nonprofit organizations using effective administrative practices; financial issues; history and development of nonprofits; organizational structure; membership requirements, fund raising, and marketing.	RECM 306	Introduction to Nonprofit Organizations	/management/recreation-management/introduction-nonprofit-organizations
management	recreation-management	experiential-and-outdoor-education-0	Recreation Management	3	3	Utilizing experiential and outdoor education practices to facilitate outcome-based programs for diverse populations.	RECM 321	Experiential and Outdoor Education	/management/recreation-management/experiential-and-outdoor-education-0
management	recreation-management	nonprofit-resource-development	Recreation Management	3	3	Understanding philanthropy and applying fundraising principles and techniques in a nonprofit organization.	RECM 326	Nonprofit Resource Development	/management/recreation-management/nonprofit-resource-development
management	recreation-management	hospitality-management	Recreation Management	3	3	Introducing hospitality management; integrating with venue and experience management; considering foundational principles, best professional practices; exploring professional opportunities.	RECM 330	Hospitality Management	/management/recreation-management/hospitality-management
management	recreation-management	introduction-sports-management	Recreation Management	3	3	A general overview of the sport industry; understanding of the skills required for a successful career in sport; and real-world insights by leading sports industry executives.	RECM 332	Introduction to Sports Management	/management/recreation-management/introduction-sports-management
management	recreation-management	sport-and-entertainment-venue-management-0	Recreation Management	3	3	Understanding and application of experience management principles including opportunities to deliver community based events.	RECM 335	Sport and Entertainment Venue Management	/management/recreation-management/sport-and-entertainment-venue-management-0
management	recreation-management	nonprofit-management	Recreation Management	3	3	Management practices in nonprofit setting; analyzing and evaluating personnel; measuring performance evaluations; articulating and appreciating volunteer motivations.	RECM 336	Nonprofit Management	/management/recreation-management/nonprofit-management
management	recreation-management	youth-development	Recreation Management	3	3	Basic youth development and leadership theories applied to understanding adolescents' behavior, programming healthy developmental activities, and providing meaningful learning experiences through recreation.	RECM 344	Youth Development	/management/recreation-management/youth-development
management	recreation-management	community-recreation-management-0	Recreation Management	3	3	Managing community recreation services; application of management principles to public and nonprofit recreation agencies.	RECM 385	Community Recreation Management	/management/recreation-management/community-recreation-management-0
management	recreation-management	foundations-and-fundamentals-of-recreation-management	Recreation Management	2	2	Historical overview of recreation's role in global societies and its importance in our current world; introduction to theories and methods used to explain leisure-time behavior; investigation of professional life in the experience industries.	RECM 404	Foundations and Fundamentals of Recreation Management	/management/recreation-management/foundations-and-fundamentals-of-recreation-management
management	recreation-management	commercial-recreation	Recreation Management	3	3	Entrepreneurial strategies; economic concepts applied to commercial recreation; steps of feasibility study and operations management.	RECM 405	Commercial Recreation	/management/recreation-management/commercial-recreation
management	recreation-management	experience-design-0	Recreation Management	3	3	Equipping students with relevant experience design knowledge and skills including design thinking and project management.	RECM 415	Experience Design	/management/recreation-management/experience-design-0
management	recreation-management	events-and-experience-management	Recreation Management	3	3	Equipping students with a variety of program planning methods and skills, emphasizing designing and implementing recreation programs and experiences; the fundamental concepts of event planning.	RECM 420	Events and Experience Management	/management/recreation-management/events-and-experience-management
management	recreation-management	event-and-experience-management	Recreation Management	3	3	Advanced understanding and application of event and experience management principles; designing, planning, implementing and evaluating a special event.	RECM 425	Event and Experience Management	/management/recreation-management/event-and-experience-management
management	recreation-management	managing-experience-industries	Recreation Management	3	3	Developing knowledge and understanding of how to apply the management functions of planning, organizing, leading, and controlling to experience industries.	RECM 430	Managing Experience Industries	/management/recreation-management/managing-experience-industries
management	recreation-management	grant-writing	Recreation Management	2	2	Understanding the grant seeking process and necessary steps to find fund sources; identifying specific requirements, and preparing and submitting the proposal. Learning knowledge and skills to write competitive grant proposals.	RECM 453	Grant Writing	/management/recreation-management/grant-writing
management	recreation-management	inclusion-and-disabilities-therapeutic-recreation	Recreation Management	3	3	Making recreation / leisure services available to all populations. Analyzing implications of the Americans with Disabilities Act in recreational settings. Preparing recreation providers with knowledge and practical experience to enable them to...	RECM 460	Inclusion and Disabilities in Therapeutic Recreation	/management/recreation-management/inclusion-and-disabilities-therapeutic-recreation
management	recreation-management	introduction-therapeutic-recreation	Recreation Management	3	3	Introduction to therapeutic recreation definitions, philosophies, practice models, history, processes, professional organizations, healthcare; and therapeutic recreation delivery systems, medical terminology, credentialing requirements, disability/...	RECM 470	Introduction to Therapeutic Recreation	/management/recreation-management/introduction-therapeutic-recreation
management	recreation-management	assessment-and-therapeutic-recreation-process	Recreation Management	3	3	Gaining knowledge and ability in client assessment, theory-based and evidence-based treatment/program planning, and program/outcome evaluation.	RECM 471	Assessment and the Therapeutic Recreation Process	/management/recreation-management/assessment-and-therapeutic-recreation-process
management	recreation-management	programming-and-interventions-therapeutic-recreation	Recreation Management	3	3	Hands-on and traditional educational experiences designed to facilitate the acquisition of skills in planning and implementing therapeutic recreation interventions and programs for a variety of clientele, including the appropriate use of...	RECM 472	Programming and Interventions in Therapeutic Recreation	/management/recreation-management/programming-and-interventions-therapeutic-recreation
management	recreation-management	issues-administration-of-therapeutic-recreation	Recreation Management	3	3	Hands-on and traditional educational experiences designed to facilitate the acquisition of skills in personnel/clinical supervision, standards of practice, ethical behavior, program evaluation, quality management and accreditation, financing,...	RECM 473	Issues in Administration of Therapeutic Recreation	/management/recreation-management/issues-administration-of-therapeutic-recreation
management	recreation-management	leadership-and-facilitation-techniques-therapeutic-recreation	Recreation Management	3	3	Experiential and traditional educational experiences designed to facilitate acquisition of theoretical and practical knowledge and abilities in the therapeutic use of recreation and experiential interventions from both a client and therapist...	RECM 474	Leadership and Facilitation Techniques in Therapeutic Recreation	/management/recreation-management/leadership-and-facilitation-techniques-therapeutic-recreation
management	recreation-management	experience-industry-marketing	Recreation Management	3	3	Understanding the marketing differences between experience industries and consumer product good industries. Developing a marketing plan, applying strategic marketing principles, using social media, and conducting market research.	RECM 482	Experience Industry Marketing	/management/recreation-management/experience-industry-marketing
management	recreation-management	risk-management-recreation	Recreation Management	3	3	Overview of the legal process, legal issues, and risk management considerations regarding the jurisprudence to U.S. civil law as they relate to recreational experiences and venues.	RECM 486	Risk Management in Recreation	/management/recreation-management/risk-management-recreation
management	recreation-management	evaluation-recreation-managers	Recreation Management	3	3	Acquiring and applying evaluation knowledge and skills to manage quality and effectiveness of recreation services and experiences.	RECM 487	Evaluation for Recreation Managers	/management/recreation-management/evaluation-recreation-managers
management	recreation-management	careers-recreation	Recreation Management	1	1	Exploring careers available in recreation, experience, and venue management, therapeutic recreation, and nonprofit organizations.	RECM 489	Careers in Recreation	/management/recreation-management/careers-recreation
management	recreation-management	experience-industry-management-capstone	Recreation Management	3	3	Synthesizing business and recreation coursework applying to case analysis solving problems for recreation, venue, and experience organizations; developing business plans and establishing nonprofit organization plans; encouraging innovation.	RECM 490	Experience Industry Management Capstone	/management/recreation-management/experience-industry-management-capstone
management	recreation-management	recreation-facility-planning	Recreation Management	3	3	Developing facilities for public and private recreation programs.	RECM 491	Recreation Facility Planning	/management/recreation-management/recreation-facility-planning
management	recreation-management	experience-design-lab	Recreation Management	3	3	Direct practical on-campus (not in the field) professional experience consulting with companies and organizations in the experience industries. Students work in teams on specific projects.	RECM 494R	Experience Design Lab	/management/recreation-management/experience-design-lab
management	recreation-management	senior-internship	Recreation Management	12	12	Full-time work experience in a recreation or therapeutic recreation agency under the supervision of a recreation or venue management professional or a certified therapeutic recreation specialist. Applying academic skills and knowledge to solve...	RECM 496R	Senior Internship	/management/recreation-management/senior-internship
management	recreation-management	special-topics-and-research	Recreation Management	4	4	Special topics, mentored research, and learning experiences, including attending professional conferences, Study Abroad participation, and other learning experiences.	RECM 497R	Special Topics and Research	/management/recreation-management/special-topics-and-research
management	recreation-management	honors-thesis	Recreation Management	3	3	Thesis project representing independent work and reflecting highest standards of undergraduate achievement.	RECM 499R	Honors Thesis	/management/recreation-management/honors-thesis
management	recreation-management	academic-internship	Recreation Management	8	8	Professional leadership practicum.	RECM 599R	Academic Internship	/management/recreation-management/academic-internship
religious-education	ancient-scripture	old-testament-survey	Ancient Scripture	2	2	Survey of the Old Testament, integrated with extensive field study in the biblical world; leads to understanding, appreciation, and application of scriptural teachings today.	REL A 101	Old Testament Survey	/religious-education/ancient-scripture/old-testament-survey
religious-education	ancient-scripture	new-testament-survey-of-gospels	Ancient Scripture	2	2	Survey of the New Testament Gospels integrated with extensive field experience in the biblical world; leads to understanding, appreciation, and application of scriptural teachings today.	REL A 111	New Testament Survey of the Gospels	/religious-education/ancient-scripture/new-testament-survey-of-gospels
religious-education	ancient-scripture	book-of-mormon	Ancient Scripture	2	2	Narrative, doctrines, and precepts of the Book of Mormon. Covers 1 Nephi through Alma 29.	REL A 121	The Book of Mormon	/religious-education/ancient-scripture/book-of-mormon
religious-education	ancient-scripture	book-of-mormon-0	Ancient Scripture	2	2	Narrative, doctrines, and precepts of the Book of Mormon. Covers Alma 30 through Moroni 10.	REL A 122	The Book of Mormon	/religious-education/ancient-scripture/book-of-mormon-0
religious-education	ancient-scripture	new-testament	Ancient Scripture	2	2	Historical background, narrative, and doctrines of the New Testament. Covers the life and teachings of Jesus Christ set forth in the four Gospels.	REL A 211	The New Testament	/religious-education/ancient-scripture/new-testament
religious-education	ancient-scripture	new-testament-0	Ancient Scripture	2	2	Historical background, narrative, and doctrines of the New Testament. Covers the Acts of the Apostles through the Revelation of John.	REL A 212	The New Testament	/religious-education/ancient-scripture/new-testament-0
religious-education	ancient-scripture	jesus-christ-and-everlasting-gospel	Ancient Scripture	2	2	A survey course which teaches of the Savior's roles throughout eternity with emphasis on His fulfillment of Heavenly Father's covenant with His children and the blessings of the Atonement and eternal life.	REL A 250	Jesus Christ and the Everlasting Gospel	/religious-education/ancient-scripture/jesus-christ-and-everlasting-gospel
religious-education	ancient-scripture	teachings-and-doctrine-of-book-of-mormon	Ancient Scripture	2	2	A study of the teachings and doctrine of the Book of Mormon with emphasis on the Savior's ministry.	REL A 275	Teachings and Doctrine of the Book of Mormon	/religious-education/ancient-scripture/teachings-and-doctrine-of-book-of-mormon
religious-education	ancient-scripture	old-testament	Ancient Scripture	2	2	Historical background, narrative, and doctrines of the Old Testament. Covers Genesis through 2 Samuel.	REL A 301	The Old Testament	/religious-education/ancient-scripture/old-testament
religious-education	ancient-scripture	old-testament-0	Ancient Scripture	2	2	Historical background, narrative, and doctrines of the Old Testament. Covers 1 Kings through Malachi.	REL A 302	The Old Testament	/religious-education/ancient-scripture/old-testament-0
religious-education	ancient-scripture	old-testament-studies	Ancient Scripture	3	3	Study of the Old Testament integrated with extensive field experiences in the biblical world; leads to an understanding, appreciation, and application of scriptural teachings today.	REL A 303R	Old Testament Studies	/religious-education/ancient-scripture/old-testament-studies
religious-education	ancient-scripture	writings-of-isaiah	Ancient Scripture	2	2	Teachings and prophecies of Isaiah in light of their historical context and relevance to latter-day people.	REL A 304	Writings of Isaiah	/religious-education/ancient-scripture/writings-of-isaiah
religious-education	ancient-scripture	new-testament-studies-of-gospels	Ancient Scripture	3	3	Study of the New Testament Gospels integrated with extensive field experiences in the biblical world; leads to an understanding, appreciation, and application of scriptural teachings today.	REL A 311R	New Testament Studies of the Gospels	/religious-education/ancient-scripture/new-testament-studies-of-gospels
religious-education	ancient-scripture	joseph-smith-translation-of-bible	Ancient Scripture	2	2	Historical significance of Joseph Smith's translation of the Bible, its relationship to the other standard works, and its doctrinal contributions.	REL A 320	The Joseph Smith Translation of the Bible	/religious-education/ancient-scripture/joseph-smith-translation-of-bible
religious-education	ancient-scripture	pearl-of-great-price	Ancient Scripture	2	2	Historical background and doctrines of the Pearl of Great Price.	REL A 327	The Pearl of Great Price	/religious-education/ancient-scripture/pearl-of-great-price
religious-education	ancient-scripture	special-studies-religion-ancient-scripture	Ancient Scripture	3	3	Topical studies in religion based on student interest and teacher expertise.	REL A 392R	Special Studies in Religion: Ancient Scripture	/religious-education/ancient-scripture/special-studies-religion-ancient-scripture
religious-education	ancient-scripture	special-topics-book-of-mormon	Ancient Scripture	2	2	In-depth study of the Book of Mormon's origins and major teachings.	REL A 392R	Special Topics in the Book of Mormon	/religious-education/ancient-scripture/special-topics-book-of-mormon
religious-education	ancient-scripture	writings-of-john	Ancient Scripture	3	3		REL A 392R	Writings of John	/religious-education/ancient-scripture/writings-of-john
religious-education	ancient-scripture	special-topics-ancient-scripture	Ancient Scripture	3	3	Subjects and questions typically addressed by Church Educational System instructors	REL A 510R	Special Topics in Ancient Scripture	/religious-education/ancient-scripture/special-topics-ancient-scripture
religious-education	church-history-and-doctrine	introduction-lds-church	Church History and Doctrine	2	2	Introduction to the doctrines, history, and practices of The Church of Jesus Christ of Latter-day Saints for students who are not members of the church.	REL C 100	Introduction to the LDS Church	/religious-education/church-history-and-doctrine/introduction-lds-church
religious-education	church-history-and-doctrine	missionary-preparation	Church History and Doctrine	2	2	Focuses upon the purpose, skills, and doctrines of missionary work and prepares prospective missionaries for a more meaningful MTC and mission experience.	REL C 130	Missionary Preparation	/religious-education/church-history-and-doctrine/missionary-preparation
religious-education	church-history-and-doctrine	eternal-family	Church History and Doctrine	2	2	Devoted to teachings on the Plan of Redemption and the central role of the family in that plan. The doctrine of the family is explored as it is taught throughout the standard works and in &quot;The Family: A Proclamation to the World,&quot; as well...	REL C 200	The Eternal Family	/religious-education/church-history-and-doctrine/eternal-family
religious-education	church-history-and-doctrine	foundations-of-restoration	Church History and Doctrine	2	2	The calling and doctrinal contributions of Joseph Smith as well as the significance of modern scripture including key sections of the Doctrine and Covenants. Also includes the establishment, organization, doctrine, and practices of the Church today.	REL C 225	Foundations of the Restoration	/religious-education/church-history-and-doctrine/foundations-of-restoration
religious-education	church-history-and-doctrine	lds-marriage-and-family	Church History and Doctrine	2	2	LDS doctrines and principles of marriage and family.	REL C 234	LDS Marriage and Family	/religious-education/church-history-and-doctrine/lds-marriage-and-family
religious-education	church-history-and-doctrine	introduction-family-history-genealogy	Church History and Doctrine	2	2	Introduction to the doctrinal significance, necessary skills, and available resources dealing with family history and genealogy.	REL C 261	Introduction to Family History (Genealogy)	/religious-education/church-history-and-doctrine/introduction-family-history-genealogy
religious-education	church-history-and-doctrine	british-family-history	Church History and Doctrine	1	1	Using documents from the British Isles to identify ancestors and submit their names for temple ordinances.	REL C 293R	British Family History	/religious-education/church-history-and-doctrine/british-family-history
religious-education	church-history-and-doctrine	french-and-italian-family-history	Church History and Doctrine	1	1	Family history for students of French and/or Italian descent.	REL C 293R	French and Italian Family History	/religious-education/church-history-and-doctrine/french-and-italian-family-history
religious-education	church-history-and-doctrine	germanic-family-history	Church History and Doctrine	1	1	Family history for students of Germanic descent.	REL C 293R	Germanic Family History	/religious-education/church-history-and-doctrine/germanic-family-history
religious-education	church-history-and-doctrine	latin-american-spanish-and-portuguese-family-history	Church History and Doctrine	1	1	Family history for students of Latin American, Spanish, and/or Portuguese descent.	REL C 293R	Latin American, Spanish, and Portuguese Family History	/religious-education/church-history-and-doctrine/latin-american-spanish-and-portuguese-family-history
religious-education	church-history-and-doctrine	lds-family-history	Church History and Doctrine	1	1	Using documents created by the LDS Church to identify ancestors and submit their names for temple ordinances.	REL C 293R	LDS Family History	/religious-education/church-history-and-doctrine/lds-family-history
religious-education	church-history-and-doctrine	native-american-family-history	Church History and Doctrine	1	1	Family history for students of Native American descent.	REL C 293R	Native American Family History	/religious-education/church-history-and-doctrine/native-american-family-history
religious-education	church-history-and-doctrine	scandinavian-family-history	Church History and Doctrine	1	1	Using documents from the countries of Scandinavia to identify ancestors and submit their names for temple ordinances.	REL C 293R	Scandinavian Family History	/religious-education/church-history-and-doctrine/scandinavian-family-history
religious-education	church-history-and-doctrine	slavic-family-history	Church History and Doctrine	1	1	Family history for students of Slavic descent.	REL C 293R	Slavic Family History	/religious-education/church-history-and-doctrine/slavic-family-history
religious-education	church-history-and-doctrine	specialized-studies-family-history-genealogy	Church History and Doctrine	1	1	Using documents from specific regional and organizational sources to identify ancestors and submit their names for temple ordinances.	REL C 293R	Specialized Studies in Family History (Genealogy)	/religious-education/church-history-and-doctrine/specialized-studies-family-history-genealogy
religious-education	church-history-and-doctrine	united-states-and-canada-family-history	Church History and Doctrine	1	1	Family history sources for the United States and Canada.	REL C 293R	United States and Canada Family History	/religious-education/church-history-and-doctrine/united-states-and-canada-family-history
religious-education	church-history-and-doctrine	doctrine-and-covenants	Church History and Doctrine	2	2	Origin, content, and teachings of the Doctrine and Covenants. Covers Sections 1 through 76.	REL C 324	The Doctrine and Covenants	/religious-education/church-history-and-doctrine/doctrine-and-covenants
religious-education	church-history-and-doctrine	doctrine-and-covenants-0	Church History and Doctrine	2	2	Origin, content, and teachings of the Doctrine and Covenants. Covers Sections 77 through Official Declaration 2.	REL C 325	The Doctrine and Covenants	/religious-education/church-history-and-doctrine/doctrine-and-covenants-0
religious-education	church-history-and-doctrine	living-prophets	Church History and Doctrine	2	2	Doctrines, administration, backgrounds, and current teachings of the living prophets, seers, and revelators.	REL C 333	The Living Prophets	/religious-education/church-history-and-doctrine/living-prophets
religious-education	church-history-and-doctrine	joseph-smith-and-restoration-1805-1845	Church History and Doctrine	2	2	Life and ministry of the Prophet Joseph Smith, coming forth of the Book of Mormon, organization of the church, foundational revelations, building the Kirtland Temple, Missouri persecutions, establishment of Nauvoo, and events leading to the...	REL C 341	Joseph Smith and the Restoration, 1805-1845	/religious-education/church-history-and-doctrine/joseph-smith-and-restoration-1805-1845
religious-education	church-history-and-doctrine	pioneers-and-persecution-1846-1899	Church History and Doctrine	2	2	Exodus from Nauvoo, the experience of Mormon Pioneers crossing the plains, establishing Zion in the Great Basin, plural marriage and government persecution, the Manifesto, and events leading to Utah statehood.	REL C 342	Pioneers and Persecution, 1846-1899	/religious-education/church-history-and-doctrine/pioneers-and-persecution-1846-1899
religious-education	church-history-and-doctrine	global-church-1900-present	Church History and Doctrine	2	2	The Church in the twentieth and twenty-first centuries, international expansion, significant developments of Church programs and structure, the Church during wartime, the world-wide spread of temples.	REL C 343	The Global Church, 1900 to the Present	/religious-education/church-history-and-doctrine/global-church-1900-present
religious-education	church-history-and-doctrine	latter-day-saint-history-international-church	Church History and Doctrine	2	2	Church history and doctrine from 1830 to the present in Britain, Europe, the Pacific, Asia, Latin America, Africa, the Near East, and other areas.	REL C 344	Latter-day Saint History: The International Church	/religious-education/church-history-and-doctrine/latter-day-saint-history-international-church
religious-education	church-history-and-doctrine	religious-studies-world-setting	Church History and Doctrine	3	3	Religious studies related to Latter-day Saint foundations and doctrines as relevant to specific geographical regions (International Study Programs).	REL C 350R	Religious Studies in a World Setting	/religious-education/church-history-and-doctrine/religious-studies-world-setting
religious-education	church-history-and-doctrine	survey-of-world-religions	Church History and Doctrine	2	2	Explores the origins, theological doctrines, scriptural works, and religious practices of several internationally religious traditions, including Christianity, Islam, Judaism, Hinduism, Sikhism, Buddhism, Taoism, Confucianism, and Shinto....	REL C 351	Survey of World Religions	/religious-education/church-history-and-doctrine/survey-of-world-religions
religious-education	church-history-and-doctrine	survey-of-christianity	Church History and Doctrine	2	2	An examination of the history, doctrines, and liturgical practices of the three major branches of Christianity: Roman Catholicism, Eastern Orthodoxy, and Protestantism. Comparisons are offered between these religions, and Latter-day Saint belief and...	REL C 352	Survey of Christianity	/religious-education/church-history-and-doctrine/survey-of-christianity
religious-education	church-history-and-doctrine	american-christianity-and-restored-gospel	Church History and Doctrine	2	2	History, doctrine, and practices of the major Christian faiths of America in light of the restored gospel.	REL C 353	American Christianity and the Restored Gospel	/religious-education/church-history-and-doctrine/american-christianity-and-restored-gospel
religious-education	church-history-and-doctrine	survey-of-judaism-and-islam	Church History and Doctrine	2	2	Explores the origins, doctrines, scriptural works, history and religious practices of Judaism and Islam. Comparisons are offered between the two, and Latter-day Saint Christianity.	REL C 357	Survey of Judaism and Islam	/religious-education/church-history-and-doctrine/survey-of-judaism-and-islam
religious-education	church-history-and-doctrine	survey-of-eastern-religions	Church History and Doctrine	2	2	Introduces the history, beliefs, practices, and sacred texts of Hinduism, Janism, Buddhism, Sikhism, Confucianism, Daoism, and Shinto. Comparisons are offered between these religions, and Latter-day Saint belief and practice.	REL C 358	Survey of Eastern Religions	/religious-education/church-history-and-doctrine/survey-of-eastern-religions
religious-education	church-history-and-doctrine	book-of-mormon-witnesses	Church History and Doctrine	3	3		REL C 393R	Book of Mormon Witnesses	/religious-education/church-history-and-doctrine/book-of-mormon-witnesses
religious-education	church-history-and-doctrine	doctrine-and-teachings-of-joseph-smith	Church History and Doctrine	3	3		REL C 393R	Doctrine and Teachings of Joseph Smith	/religious-education/church-history-and-doctrine/doctrine-and-teachings-of-joseph-smith
