college-stub	department-stub	faculty-stub	faculty-name	faculty-rank	department-name	faculty-url	faculty-degree	faculty-school	faculty-degree-year	faculty-discipline
life-sciences	microbiology-and-molecular-biology	richard-robison	Richard A Robison	Professor	Microbiology and Molecular Biology	/life-sciences/microbiology-and-molecular-biology/richard-robison				
fine-arts-and-communications	dance	shani-michelle-robison	Shani Michelle Robison	Associate Professor	Dance	/fine-arts-and-communications/dance/shani-michelle-robison				
family-home-and-social-sciences	school-of-social-work	jini-l-roby	Jini L Roby	Professor	School of Social Work	/family-home-and-social-sciences/school-of-social-work/jini-l-roby				
physical-and-mathematical-sciences	computer-science	kenneth-j-rodham	Kenneth J Rodham	Teaching Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/kenneth-j-rodham				
life-sciences	biology	beverly-l-roeder	Beverly L Roeder	Professor	Biology	/life-sciences/biology/beverly-l-roeder				
life-sciences	biology	duke-s-rogers	Duke S Rogers	Professor	Biology	/life-sciences/biology/duke-s-rogers				
engineering-and-technology	civil-and-environmental-engineering	kyle-rollins	Kyle Rollins	Professor	Civil and Environmental Engineering	/engineering-and-technology/civil-and-environmental-engineering/kyle-rollins				
management	information-systems	marshall-b-romney	Marshall B Romney	Professor	Information Systems	/management/information-systems/marshall-b-romney				
physical-and-mathematical-sciences	computer-science	paul-ross-roper	Paul Ross Roper	Associate Teaching Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/paul-ross-roper				
family-home-and-social-sciences	school-of-family-life	susanne-olsen-roper	Susanne Olsen Roper	Associate Professor	School of Family Life	/family-home-and-social-sciences/school-of-family-life/susanne-olsen-roper				
education	teacher-education	alessandro-antonio-rosborough	Alessandro Antonio Rosborough	Assistant Professor	Teacher Education	/education/teacher-education/alessandro-antonio-rosborough				
humanities	spanish-and-portuguese	john-r-rosenberg	John R Rosenberg	Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/john-r-rosenberg				
life-sciences	plant-and-wildlife-sciences	bruce-roundy	Bruce A Roundy	Professor	Plant and Wildlife Sciences	/life-sciences/plant-and-wildlife-sciences/bruce-roundy				
physical-and-mathematical-sciences	mathematics	robin-otho-roundy	Robin Otho Roundy	Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/robin-otho-roundy				
humanities	english	jamin-creed-rowan	Jamin Creed Rowan	Assistant Professor	English	/humanities/english/jamin-creed-rowan				
engineering-and-technology	school-of-technology	dale-christopher-rowe	Dale Christopher Rowe	Assistant Professor	School of Technology	/engineering-and-technology/school-of-technology/dale-christopher-rowe				
family-home-and-social-sciences	sociology	kristie-j-rowley	Kristie J Rowley	Assistant Professor	Sociology	/family-home-and-social-sciences/sociology/kristie-j-rowley				
humanities	english	jill-terry-rudy	Jill Terry Rudy	Associate Professor	English	/humanities/english/jill-terry-rudy				
family-home-and-social-sciences	sociology	jacob-s-rugh	Jacob S Rugh	Assistant Professor	Sociology	/family-home-and-social-sciences/sociology/jacob-s-rugh				
family-home-and-social-sciences	history	susan-sessions-rugh	Susan Sessions Rugh	Professor	History	/family-home-and-social-sciences/history/susan-sessions-rugh				
fine-arts-and-communications	theatre-and-media-arts	thomas-b-russell	Thomas B Russell	Teaching Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/thomas-b-russell				
family-home-and-social-sciences	history	george-richard-ryskamp	George Richard Ryskamp	Professor	History	/family-home-and-social-sciences/history/george-richard-ryskamp				
education	counseling-psychology-and-special-education	christian-vance-sabey	Christian Vance Sabey	Assistant Professor	Counseling Psychology and Special Education	/education/counseling-psychology-and-special-education/christian-vance-sabey				
engineering-and-technology	civil-and-environmental-engineering	mitsuru-saito	Mitsuru Saito	Professor	Civil and Environmental Engineering	/engineering-and-technology/civil-and-environmental-engineering/mitsuru-saito				
non-college-and-other-units	counseling-and-career-center	benjamin-salazar	Benjamin Salazar	Assistant Clinical Professor	Counseling and Career Center	/non-college-and-other-units/counseling-and-career-center/benjamin-salazar				
engineering-and-technology	mechanical-engineering	john-lanay-salmon	John LaNay Salmon	Assistant Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/john-lanay-salmon				
fine-arts-and-communications	school-of-music	ronald-m-saltmarsh	Ronald M Saltmarsh	Associate Teaching Professor	School of Music	/fine-arts-and-communications/school-of-music/ronald-m-saltmarsh				
management	marketing-and-global-supply-chain	scott-edward-sampson	Scott Edward Sampson	Professor	Marketing and Global Supply Chain	/management/marketing-and-global-supply-chain/scott-edward-sampson				
family-home-and-social-sciences	school-of-family-life	jonathan-g-sandberg	Jonathan G Sandberg	Professor	School of Family Life	/family-home-and-social-sciences/school-of-family-life/jonathan-g-sandberg				
family-home-and-social-sciences	sociology	scott-russell-sanders	Scott Russell Sanders	Assistant Professor	Sociology	/family-home-and-social-sciences/sociology/scott-russell-sanders				
management	organizational-leadership-and-strategy	kurt-w-sandholtz	Kurt W Sandholtz	Assistant Teaching Professor	Organizational Leadership and Strategy	/management/organizational-leadership-and-strategy/kurt-w-sandholtz				
physical-and-mathematical-sciences	chemistry-and-biochemistry	rebecca-louise-sansom	Rebecca Louise Sansom	Assistant Teaching Professor	Chemistry and Biochemistry	/physical-and-mathematical-sciences/chemistry-and-biochemistry/rebecca-louise-sansom				
physical-and-mathematical-sciences	chemistry-and-biochemistry	paul-bennett-savage	Paul Bennett Savage	Professor	Chemistry and Biochemistry	/physical-and-mathematical-sciences/chemistry-and-biochemistry/paul-bennett-savage				
fine-arts-and-communications	theatre-and-media-arts	rory-rahn-scanlon	Rory Rahn Scanlon	Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/rory-rahn-scanlon				
religious-education	ancient-scripture	aaron-p-schade	Aaron P Schade	Associate Professor	Ancient Scripture	/religious-education/ancient-scripture/aaron-p-schade				
management	finance	robert-jay-schonlau	Robert Jay Schonlau	Assistant Professor	Finance	/management/finance/robert-jay-schonlau				
engineering-and-technology	civil-and-environmental-engineering	grant-george-schultz	Grant George Schultz	Professor	Civil and Environmental Engineering	/engineering-and-technology/civil-and-environmental-engineering/grant-george-schultz				
engineering-and-technology	electrical-and-computer-engineering	stephen-marshall-schultz	Stephen Marshall Schultz	Professor	Electrical and Computer Engineering	/engineering-and-technology/electrical-and-computer-engineering/stephen-marshall-schultz				
physical-and-mathematical-sciences	statistics	del-t-scott	Del T Scott	Professor	Statistics	/physical-and-mathematical-sciences/statistics/del-t-scott				
engineering-and-technology	civil-and-environmental-engineering	michael-scott	Michael A Scott	Assistant Professor	Civil and Environmental Engineering	/engineering-and-technology/civil-and-environmental-engineering/michael-scott				
humanities	asian-and-near-eastern-languages	spencer-d-scoville	Spencer D Scoville	Assistant Professor	Asian and Near Eastern Languages	/humanities/asian-and-near-eastern-languages/spencer-d-scoville				
physical-and-mathematical-sciences	computer-science	kent-eldon-seamons	Kent Eldon Seamons	Associate Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/kent-eldon-seamons				
family-home-and-social-sciences	anthropology	michael-t-searcy	Michael T Searcy	Assistant Professor	Anthropology	/family-home-and-social-sciences/anthropology/michael-t-searcy				
management	marketing-and-global-supply-chain	kristie-k-seawright	Kristie K Seawright	Associate Professor	Marketing and Global Supply Chain	/management/marketing-and-global-supply-chain/kristie-k-seawright				
physical-and-mathematical-sciences	computer-science	thomas-w-sederberg	Thomas W Sederberg	Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/thomas-w-sederberg				
humanities	comparative-arts-and-letters	carl-sederholm	Carl Sederholm	Associate Professor	Comparative Arts and Letters	/humanities/comparative-arts-and-letters/carl-sederholm				
life-sciences	exercise-sciences	matthew-k-seeley	Matthew K Seeley	Associate Professor	Exercise Sciences	/life-sciences/exercise-sciences/matthew-k-seeley				
religious-education	ancient-scripture	david-rolph-seely	David Rolph Seely	Professor	Ancient Scripture	/religious-education/ancient-scripture/david-rolph-seely				
management	school-of-accountancy	timothy-seidel	Timothy A Seidel	Assistant Professor	School of Accountancy	/management/school-of-accountancy/timothy-seidel				
family-home-and-social-sciences	political-science	joel-sawat-selway	Joel Sawat Selway	Assistant Professor	Political Science	/family-home-and-social-sciences/political-science/joel-sawat-selway				
physical-and-mathematical-sciences	computer-science	kevin-darrell-seppi	Kevin Darrell Seppi	Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/kevin-darrell-seppi				
physical-and-mathematical-sciences	chemistry-and-biochemistry	eric-t-sevy	Eric T Sevy	Associate Professor	Chemistry and Biochemistry	/physical-and-mathematical-sciences/chemistry-and-biochemistry/eric-t-sevy				
family-home-and-social-sciences	school-of-social-work	kevin-m-shafer	Kevin M Shafer	Assistant Professor	School of Social Work	/family-home-and-social-sciences/school-of-social-work/kevin-m-shafer				
fine-arts-and-communications	school-of-communications	jeffrey-sheets	Jeffrey A Sheets	Associate Professor	School of Communications	/fine-arts-and-communications/school-of-communications/jeffrey-sheets				
humanities	spanish-and-portuguese	alvin-f-sherman	Alvin F Sherman	Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/alvin-f-sherman				
life-sciences	biology	dennis-kenji-shiozawa	Dennis Kenji Shiozawa	Professor	Biology	/life-sciences/biology/dennis-kenji-shiozawa				
family-home-and-social-sciences	economics	mark-h-showalter	Mark H Showalter	Professor	Economics	/family-home-and-social-sciences/economics/mark-h-showalter				
family-home-and-social-sciences	geography	j-matthew-shumway	J Matthew Shumway	Professor	Geography	/family-home-and-social-sciences/geography/j-matthew-shumway				
family-home-and-social-sciences	history	jeffrey-merrill-shumway	Jeffrey Merrill Shumway	Associate Professor	History	/family-home-and-social-sciences/history/jeffrey-merrill-shumway				
engineering-and-technology	school-of-technology	steven-leroy-shumway	Steven Leroy Shumway	Associate Professor	School of Technology	/engineering-and-technology/school-of-technology/steven-leroy-shumway				
physical-and-mathematical-sciences	mathematics-education	daniel-kevin-siebert	Daniel Kevin Siebert	Associate Professor	Mathematics Education	/physical-and-mathematical-sciences/mathematics-education/daniel-kevin-siebert				
humanities	english	brandie-r-siegfried	Brandie R Siegfried	Associate Professor	English	/humanities/english/brandie-r-siegfried				
life-sciences	physiology-and-developmental-biology	roy-w-silcox	Roy W Silcox	Associate Professor	Physiology and Developmental Biology	/life-sciences/physiology-and-developmental-biology/roy-w-silcox				
management	organizational-leadership-and-strategy	shelisa-d-sillito-walker	Shelisa D Sillito Walker	Assistant Professor	Organizational Leadership and Strategy	/management/organizational-leadership-and-strategy/shelisa-d-sillito-walker				
management	public-management	chris-e-silvia	Chris E Silvia	Assistant Professor	Public Management	/management/public-management/chris-e-silvia				
family-home-and-social-sciences	economics	david-p-sims	David P Sims	Associate Professor	Economics	/family-home-and-social-sciences/economics/david-p-sims				
family-home-and-social-sciences	history	aaron-h-skabelund	Aaron H Skabelund	Associate Professor	History	/family-home-and-social-sciences/history/aaron-h-skabelund				
engineering-and-technology	school-of-technology	paul-t-skaggs	Paul T Skaggs	Associate Professor	School of Technology	/engineering-and-technology/school-of-technology/paul-t-skaggs				
physical-and-mathematical-sciences	geological-sciences	malcolm-r-skinner	Malcolm R Skinner	Associate Teaching Professor	Geological Sciences	/physical-and-mathematical-sciences/geological-sciences/malcolm-r-skinner				
humanities	linguistics-and-english-language	royal-j-skousen	Royal J Skousen	Professor	Linguistics and English Language	/humanities/linguistics-and-english-language/royal-j-skousen				
management	finance	barrett-arch-slade	Barrett Arch Slade	Professor	Finance	/management/finance/barrett-arch-slade				
family-home-and-social-sciences	psychology	brent-slife	Brent Slife	Professor	Psychology	/family-home-and-social-sciences/psychology/brent-slife				
life-sciences	health-science	chantel-d-sloan	Chantel D Sloan	Assistant Professor	Health Science	/life-sciences/health-science/chantel-d-sloan				
engineering-and-technology	electrical-and-computer-engineering	daniel-elijah-smalley	Daniel Elijah Smalley	Assistant Professor	Electrical and Computer Engineering	/engineering-and-technology/electrical-and-computer-engineering/daniel-elijah-smalley				
humanities	spanish-and-portuguese	robert-n-smead	Robert N Smead	Associate Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/robert-n-smead				
humanities	linguistics-and-english-language	wendy-baker-smemoe	Wendy Baker Smemoe	Associate Professor	Linguistics and English Language	/humanities/linguistics-and-english-language/wendy-baker-smemoe				
education	counseling-psychology-and-special-education	barbara-m-smith	Barbara M Smith	Associate Clinical Professor	Counseling Psychology and Special Education	/education/counseling-psychology-and-special-education/barbara-m-smith				
fine-arts-and-communications	school-of-music	charles-raymond-smith	Charles Raymond Smith	Professor	School of Music	/fine-arts-and-communications/school-of-music/charles-raymond-smith				
fine-arts-and-communications	school-of-music	christian-b-smith	Christian B Smith	Professor	School of Music	/fine-arts-and-communications/school-of-music/christian-b-smith				
humanities	german-and-russian	laura-catharine-smith	Laura Catharine Smith	Associate Professor	German and Russian	/humanities/german-and-russian/laura-catharine-smith				
engineering-and-technology	school-of-technology	james-packer-smith	James Packer Smith	Assistant Professor	School of Technology	/engineering-and-technology/school-of-technology/james-packer-smith				
education	teacher-education	leigh-k-smith	Leigh K Smith	Associate Professor	Teacher Education	/education/teacher-education/leigh-k-smith				
physical-and-mathematical-sciences	chemistry-and-biochemistry	stacey-janel-smith	Stacey Janel Smith	Assistant Professor	Chemistry and Biochemistry	/physical-and-mathematical-sciences/chemistry-and-biochemistry/stacey-janel-smith				
management	school-of-accountancy	steven-d-smith	Steven D Smith	Associate Professor	School of Accountancy	/management/school-of-accountancy/steven-d-smith				
life-sciences	plant-and-wildlife-sciences	thomas-scott-smith	Thomas Scott Smith	Associate Professor	Plant and Wildlife Sciences	/life-sciences/plant-and-wildlife-sciences/thomas-scott-smith				
education	counseling-psychology-and-special-education	timothy-b-smith	Timothy B Smith	Professor	Counseling Psychology and Special Education	/education/counseling-psychology-and-special-education/timothy-b-smith				
physical-and-mathematical-sciences	computer-science	quinn-o-snell	Quinn O Snell	Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/quinn-o-snell				
management	marketing-and-global-supply-chain	daniel-c-snow	Daniel C Snow	Associate Professor	Marketing and Global Supply Chain	/management/marketing-and-global-supply-chain/daniel-c-snow				
humanities	english	delys-ann-waite-snyder	Delys Ann Waite Snyder	Assistant Teaching Professor	English	/humanities/english/delys-ann-waite-snyder				
humanities	english	phillip-snyder	Phillip A Snyder	Associate Professor	English	/humanities/english/phillip-snyder				
humanities	german-and-russian	raissa-vulfovna-solovieva	Raissa Vulfovna Solovieva	Associate Teaching Professor	German and Russian	/humanities/german-and-russian/raissa-vulfovna-solovieva				
physical-and-mathematical-sciences	physics-and-astronomy	scott-d-sommerfeldt	Scott D Sommerfeldt	Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/scott-d-sommerfeldt				
humanities	comparative-arts-and-letters	kerry-david-soper	Kerry David Soper	Professor	Comparative Arts and Letters	/humanities/comparative-arts-and-letters/kerry-david-soper				
engineering-and-technology	mechanical-engineering	carl-d-sorensen	Carl D Sorensen	Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/carl-d-sorensen				
fine-arts-and-communications	theatre-and-media-arts	rodger-dale-sorensen	Rodger Dale Sorensen	Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/rodger-dale-sorensen				
family-home-and-social-sciences	psychology	mikle-don-south	Mikle Don South	Associate Professor	Psychology	/family-home-and-social-sciences/psychology/mikle-don-south				
physical-and-mathematical-sciences	physics-and-astronomy	ross-loren-spencer	Ross Loren Spencer	Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/ross-loren-spencer				
humanities	german-and-russian	thomas-robert-spencer	Thomas Robert Spencer	Associate Professor	German and Russian	/humanities/german-and-russian/thomas-robert-spencer				
religious-education	church-history-and-doctrine	kip-sperry	Kip Sperry	Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/kip-sperry				
management	school-of-accountancy	brian-c-spilker	Brian C Spilker	Professor	School of Accountancy	/management/school-of-accountancy/brian-c-spilker				
humanities	french-and-italian	anca-mitroi-sprenger	Anca Mitroi Sprenger	Associate Professor	French and Italian	/humanities/french-and-italian/anca-mitroi-sprenger				
life-sciences	plant-and-wildlife-sciences	samuel-b-st-clair	Samuel B St Clair	Associate Professor	Plant and Wildlife Sciences	/life-sciences/plant-and-wildlife-sciences/samuel-b-st-clair				
humanities	spanish-and-portuguese	gregory-c-stallings	Gregory C Stallings	Associate Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/gregory-c-stallings				
humanities	comparative-arts-and-letters	charlotte-alighieria-stanford	Charlotte Alighieria Stanford	Associate Professor	Comparative Arts and Letters	/humanities/comparative-arts-and-letters/charlotte-alighieria-stanford				
life-sciences	physiology-and-developmental-biology	michael-robert-stark	Michael Robert Stark	Associate Professor	Physiology and Developmental Biology	/life-sciences/physiology-and-developmental-biology/michael-robert-stark				
life-sciences	biology	larry-lee-stclair	Larry Lee StClair	Professor	Biology	/life-sciences/biology/larry-lee-stclair				
education	counseling-psychology-and-special-education	katie-edna-steed	Katie Edna Steed	Associate Clinical Professor	Counseling Psychology and Special Education	/education/counseling-psychology-and-special-education/katie-edna-steed				
life-sciences	nutrition-dietetics-and-food-science	frost-m-steele	Frost M Steele	Associate Professor	Nutrition Dietetics and Food Science	/life-sciences/nutrition-dietetics-and-food-science/frost-m-steele				
family-home-and-social-sciences	psychology	patrick-r-steffen	Patrick R Steffen	Associate Professor	Psychology	/family-home-and-social-sciences/psychology/patrick-r-steffen				
family-home-and-social-sciences	psychology	scott-c-steffensen	Scott C Steffensen	Associate Professor	Psychology	/family-home-and-social-sciences/psychology/scott-c-steffensen				
physical-and-mathematical-sciences	physics-and-astronomy	denise-catherine-stephens	Denise Catherine Stephens	Assistant Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/denise-catherine-stephens				
life-sciences	plant-and-wildlife-sciences	mikel-ross-stevens	Mikel Ross Stevens	Professor	Plant and Wildlife Sciences	/life-sciences/plant-and-wildlife-sciences/mikel-ross-stevens				
management	school-of-accountancy	bryan-w-stewart	Bryan W Stewart	Assistant Professor	School of Accountancy	/management/school-of-accountancy/bryan-w-stewart				
life-sciences	plant-and-wildlife-sciences	j-ryan-stewart	J Ryan Stewart	Associate Professor	Plant and Wildlife Sciences	/life-sciences/plant-and-wildlife-sciences/j-ryan-stewart				
management	school-of-accountancy	earl-kay-stice	Earl Kay Stice	Professor	School of Accountancy	/management/school-of-accountancy/earl-kay-stice				
management	school-of-accountancy	james-david-stice	James David Stice	Professor	School of Accountancy	/management/school-of-accountancy/james-david-stice				
family-home-and-social-sciences	political-science	kendall-wayne-stiles	Kendall Wayne Stiles	Professor	Political Science	/family-home-and-social-sciences/political-science/kendall-wayne-stiles				
engineering-and-technology	electrical-and-computer-engineering	wynn-clair-stirling	Wynn Clair Stirling	Professor	Electrical and Computer Engineering	/engineering-and-technology/electrical-and-computer-engineering/wynn-clair-stirling				
humanities	english	david-m-stock	David M Stock	Assistant Professor	English	/humanities/english/david-m-stock				
management	school-of-accountancy	kevin-d-stocks	Kevin D Stocks	Professor	School of Accountancy	/management/school-of-accountancy/kevin-d-stocks				
family-home-and-social-sciences	economics	olga-bogach-stoddard	Olga Bogach Stoddard	Assistant Professor	Economics	/family-home-and-social-sciences/economics/olga-bogach-stoddard				
humanities	asian-and-near-eastern-languages	jack-chris-stoneman	Jack Chris Stoneman	Associate Professor	Asian and Near Eastern Languages	/humanities/asian-and-near-eastern-languages/jack-chris-stoneman				
family-home-and-social-sciences	economics	john-e-stovall	John E Stovall	Assistant Professor	Economics	/family-home-and-social-sciences/economics/john-e-stovall				
physical-and-mathematical-sciences	chemistry-and-biochemistry	kara-j-stowers	Kara J Stowers	Assistant Professor	Chemistry and Biochemistry	/physical-and-mathematical-sciences/chemistry-and-biochemistry/kara-j-stowers				
religious-education	ancient-scripture	gaye-strathearn	Gaye Strathearn	Associate Professor	Ancient Scripture	/religious-education/ancient-scripture/gaye-strathearn				
humanities	linguistics-and-english-language	heather-willson-sturman	Heather Willson Sturman	Assistant Professor	Linguistics and English Language	/humanities/linguistics-and-english-language/heather-willson-sturman				
management	finance	bryan-lorin-sudweeks	Bryan Lorin Sudweeks	Associate Teaching Professor	Finance	/management/finance/bryan-lorin-sudweeks				
education	instructional-psychology-and-technology	richard-r-sudweeks	Richard R Sudweeks	Professor	Instructional Psychology and Technology	/education/instructional-psychology-and-technology/richard-r-sudweeks				
life-sciences	physiology-and-developmental-biology	sterling-n-sudweeks	Sterling N Sudweeks	Associate Professor	Physiology and Developmental Biology	/life-sciences/physiology-and-developmental-biology/sterling-n-sudweeks				
life-sciences	physiology-and-developmental-biology	arminda-suli	Arminda Suli	Assistant Professor	Physiology and Developmental Biology	/life-sciences/physiology-and-developmental-biology/arminda-suli				
management	school-of-accountancy	scott-lee-summers	Scott Lee Summers	Professor	School of Accountancy	/management/school-of-accountancy/scott-lee-summers				
management	school-of-accountancy	monte-r-swain	Monte R Swain	Professor	School of Accountancy	/management/school-of-accountancy/monte-r-swain				
religious-education	church-history-and-doctrine	anthony-r-sweat	Anthony R Sweat	Assistant Teaching Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/anthony-r-sweat				
humanities	comparative-arts-and-letters	james-russel-swensen	James Russel Swensen	Assistant Professor	Comparative Arts and Letters	/humanities/comparative-arts-and-letters/james-russel-swensen				
physical-and-mathematical-sciences	mathematics	eric-l-swenson	Eric L Swenson	Associate Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/eric-l-swenson				
management	marketing-and-global-supply-chain	michael-j-swenson	Michael J Swenson	Professor	Marketing and Global Supply Chain	/management/marketing-and-global-supply-chain/michael-j-swenson				
fine-arts-and-communications	theatre-and-media-arts	sharon-l-swenson	Sharon L Swenson	Assistant Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/sharon-l-swenson				
religious-education	ancient-scripture	charles-l-swift	Charles L Swift	Associate Professor	Ancient Scripture	/religious-education/ancient-scripture/charles-l-swift				
humanities	english	john-christopher-talbot	John Christopher Talbot	Associate Professor	English	/humanities/english/john-christopher-talbot				
management	recreation-management	stacy-t-taniguchi	Stacy T Taniguchi	Associate Professor	Recreation Management	/management/recreation-management/stacy-t-taniguchi				
humanities	linguistics-and-english-language	mark-w-tanner	Mark W Tanner	Assistant Professor	Linguistics and English Language	/humanities/linguistics-and-english-language/mark-w-tanner				
education	communication-disorders	kristine-marie-tanner	Kristine Marie Tanner	Assistant Professor	Communication Disorders	/education/communication-disorders/kristine-marie-tanner				
physical-and-mathematical-sciences	mathematics-education	amy-jeppsen-tanner	Amy Jeppsen Tanner	Assistant Teaching Professor	Mathematics Education	/physical-and-mathematical-sciences/mathematics-education/amy-jeppsen-tanner				
physical-and-mathematical-sciences	statistics	eleanor-shannon-neeley-tass	Eleanor Shannon Neeley Tass	Associate Professor	Statistics	/physical-and-mathematical-sciences/statistics/eleanor-shannon-neeley-tass				
management	school-of-accountancy	william-tayler	William Tayler	Associate Professor	School of Accountancy	/management/school-of-accountancy/william-tayler				
engineering-and-technology	school-of-technology	chia-chi-teng	Chia Chi Teng	Associate Professor	School of Technology	/engineering-and-technology/school-of-technology/chia-chi-teng				
life-sciences	nutrition-dietetics-and-food-science	jeffery-s-tessem	Jeffery S Tessem	Assistant Professor	Nutrition Dietetics and Food Science	/life-sciences/nutrition-dietetics-and-food-science/jeffery-s-tessem				
physical-and-mathematical-sciences	mathematics-education	dawn-teuscher	Dawn Teuscher	Assistant Professor	Mathematics Education	/physical-and-mathematical-sciences/mathematics-education/dawn-teuscher				
engineering-and-technology	school-of-technology	kevin-burke-tew	Kevin Burke Tew	Assistant Professor	School of Technology	/engineering-and-technology/school-of-technology/kevin-burke-tew				
life-sciences	health-science	evan-l-thacker	Evan L Thacker	Assistant Professor	Health Science	/life-sciences/health-science/evan-l-thacker				
life-sciences	health-science	rosemary-thackeray	Rosemary Thackeray	Professor	Health Science	/life-sciences/health-science/rosemary-thackeray				
fine-arts-and-communications	theatre-and-media-arts	benjamin-j-thevenin	Benjamin J Thevenin	Assistant Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/benjamin-j-thevenin				
nursing	nursing-program	michael-cornel-thomas	Michael Cornel Thomas	Assistant Teaching Professor	Nursing Program	/nursing/nursing-program/michael-cornel-thomas				
humanities	french-and-italian	chantal-p-thompson	Chantal P Thompson	Teaching Professor	French and Italian	/humanities/french-and-italian/chantal-p-thompson				
family-home-and-social-sciences	anthropology	gregory-thompson	Gregory A Thompson	Assistant Professor	Anthropology	/family-home-and-social-sciences/anthropology/gregory-thompson				
humanities	spanish-and-portuguese	gregory-l-thompson	Gregory L Thompson	Assistant Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/gregory-l-thompson				
management	organizational-leadership-and-strategy	michael-paul-thompson	Michael Paul Thompson	Associate Professor	Organizational Leadership and Strategy	/management/organizational-leadership-and-strategy/michael-paul-thompson				
fine-arts-and-communications	school-of-communications	steven-riley-thomsen	Steven Riley Thomsen	Professor	School of Communications	/fine-arts-and-communications/school-of-communications/steven-riley-thomsen				
life-sciences	physiology-and-developmental-biology	david-morley-thomson	David Morley Thomson	Associate Professor	Physiology and Developmental Biology	/life-sciences/physiology-and-developmental-biology/david-morley-thomson				
management	finance	steven-r-thorley	Steven R Thorley	Professor	Finance	/management/finance/steven-r-thorley				
humanities	linguistics-and-english-language	melvin-jay-thorne	Melvin Jay Thorne	Teaching Professor	Linguistics and English Language	/humanities/linguistics-and-english-language/melvin-jay-thorne				
humanities	english	leslee-thorne-murphy	Leslee Thorne-Murphy	Associate Professor	English	/humanities/english/leslee-thorne-murphy				
fine-arts-and-communications	school-of-music	neil-s-thornock	Neil S Thornock	Associate Professor	School of Music	/fine-arts-and-communications/school-of-music/neil-s-thornock				
fine-arts-and-communications	theatre-and-media-arts	timothy-allan-threlfall	Timothy Allan Threlfall	Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/timothy-allan-threlfall				
life-sciences	health-science	steven-m-thygerson	Steven M Thygerson	Assistant Professor	Health Science	/life-sciences/health-science/steven-m-thygerson				
physical-and-mathematical-sciences	geological-sciences	david-g-tingey	David G Tingey	Research Professor	Geological Sciences	/physical-and-mathematical-sciences/geological-sciences/david-g-tingey				
physical-and-mathematical-sciences	statistics	harold-dennis-tolley	Harold Dennis Tolley	Professor	Statistics	/physical-and-mathematical-sciences/statistics/harold-dennis-tolley				
religious-education	church-history-and-doctrine	brent-l-top	Brent L Top	Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/brent-l-top				
humanities	asian-and-near-eastern-languages	james-albert-toronto	James Albert Toronto	Associate Professor	Asian and Near Eastern Languages	/humanities/asian-and-near-eastern-languages/james-albert-toronto				
physical-and-mathematical-sciences	physics-and-astronomy	mark-kenneth-transtrum	Mark Kenneth Transtrum	Assistant Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/mark-kenneth-transtrum				
engineering-and-technology	mechanical-engineering	dale-r-tree	Dale R Tree	Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/dale-r-tree				
life-sciences	exercise-sciences	larry-tucker	Larry A Tucker	Professor	Exercise Sciences	/life-sciences/exercise-sciences/larry-tucker				
management	public-management	ty-wayne-turley	Ty Wayne Turley	Assistant Professor	Public Management	/management/public-management/ty-wayne-turley				
humanities	spanish-and-portuguese	jeffrey-scott-turley	Jeffrey Scott Turley	Associate Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/jeffrey-scott-turley				
physical-and-mathematical-sciences	physics-and-astronomy	robert-steven-turley	Robert Steven Turley	Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/robert-steven-turley				
humanities	english	stephen-b-tuttle	Stephen B Tuttle	Associate Professor	English	/humanities/english/stephen-b-tuttle				
