college-stub	department-stub	program-stub	department-name	course-credit-hours	course-description	course-number	course-name	course-url
	nutrition-dietetics-and-food-science		Nutrition, Dietetics, and Food Science	'1-2		NDFS 691 R	Graduate Seminar.	
	nutrition-dietetics-and-food-science		Nutrition, Dietetics, and Food Science	'1-3		NDFS 697 R	Research.	
	nutrition-dietetics-and-food-science		Nutrition, Dietetics, and Food Science	'1-9		NDFS 699 R	Master's Thesis.	
	physics-and-astronomy		Physics and Astronomy	'1.5	Introduction for science, math, and statistics majors to careers in industry. Project planning, oral and written business presentations, business accounting, and technology readiness.	PHSCS 500	(Phscs-Chem-C S-Geol-Math-MthEd-Stat) Business Career Essentials in Science and Math.	
	physics-and-astronomy		Physics and Astronomy	'0.5-3	Topics generally related to recent developments in physics.	PHSCS 513 R	Special Topics in Contemporary Physics.	
	physics-and-astronomy		Physics and Astronomy	'3	Advanced techniques of observational astronomy,  emphasizing knowledge and skills necessary to carry out observational scientific investigation in astronomy.	PHSCS 529	Advanced Observational Astronomy.	
	physics-and-astronomy		Physics and Astronomy	'2	Electronic instrumentation theory and methods. Computer aided circuit design and analysis with  transforms, logic and computer simulation. Analog, digital, and discrete signal systems. Printed circuit design and system-on-a-chip creation.	PHSCS 540	Electrical Engineering Principles and Practices for Physicists.	
	physics-and-astronomy		Physics and Astronomy	'3	Introduction to plasma physics, including single-particle motion and both fluid and kinetic models of plasma behavior.	PHSCS 545	Introduction to Plasma Physics.	
	physics-and-astronomy		Physics and Astronomy	'3	Vibrating systems, elastic media, mechanical energy, and radiation. Sound generation, transmission, reflection, and reception.	PHSCS 561	(Phscs-Me En) Fundamentals of Acoustics.	
	physics-and-astronomy		Physics and Astronomy	'3	Laser amplification, cavity design, and control and characterization of temporal and spatial modes. Interactions between lasers and atoms.	PHSCS 571	Lasers and Atoms.	
	physics-and-astronomy		Physics and Astronomy	'3	Introduction to the physics of solids. Crystal structure and symmetry, X-ray diffraction, lattice vibrations, metals and semiconductors, superconductivity, thermal properties, magnetic properties, and dielectric and optical properties.	PHSCS 581	Solid-State Physics.	
	physics-and-astronomy		Physics and Astronomy	'3	Preparation, characterization, use, and special properties of modern thin films; interdisciplinary treatment. Of interest to students in applied physics and engineering.	PHSCS 585	Thin-Film Physics.	
	physics-and-astronomy		Physics and Astronomy	'3	Practical and theoretical aspects of sample preparation, basic and advanced imaging, electron diffraction, and other analytical materials characterization techniques on the transmission electron microscope (TEM).	PHSCS 586	Transmission Electron Microscopy for Physical Science and Engineering.	
	physics-and-astronomy		Physics and Astronomy	'3	Device physics, with an in-depth study of the MOS transistor and other nanoscale computing devices.	PHSCS 587	Physics of Semiconductor Devices.	
	physics-and-astronomy		Physics and Astronomy	'3	Theoretical aspects of sample preparation, basic and advanced imaging, X-ray energy dispersive spectrometry, and other analytical materials characterization techniques on the scanning electron microscope (SEM).	PHSCS 588	Scanning Electron Microscopy (SEM) for Physical Science and Engineering.	
	physics-and-astronomy		Physics and Astronomy	'0.5-9	Cooperative education internships off campus.	PHSCS 599 R	Academic Internship.	
	physics-and-astronomy		Physics and Astronomy	'3	Topics in modern theoretical physics, including applications of matrix and tensor analysis and linear differential and integral operators.	PHSCS 601	Mathematical Physics.	
	physics-and-astronomy		Physics and Astronomy	'3	Topics in modern theoretical physics, including applications of matrix and tensor analysis and linear differential and integral operators.	PHSCS 602	Mathematical Physics.	
	physics-and-astronomy		Physics and Astronomy	'3	Theory of stellar atmospheres and the internal structure of stars.	PHSCS 611	Stellar Astrophysics 1.	
	physics-and-astronomy		Physics and Astronomy	'3	Theory of stellar atmospheres and the internal structure of stars.	PHSCS 612	Stellar Astrophysics 2.	
	physics-and-astronomy		Physics and Astronomy	'3	Introductory group theory. Basic representation theory and developments, with applications to quantum mechanics and molecular and solid-state physics.	PHSCS 618	Advanced Topics in Theoretical Physics.	
	physics-and-astronomy		Physics and Astronomy	'3	Review of special relativity and general relativity, with applications to modern astrophysics.	PHSCS 625	Theory of Relativity.	
	physics-and-astronomy		Physics and Astronomy	'3	Applications of general relativity to modern astrophysics, including gravitational collapse, black holes, cosmological models, gravitational waves, etc.	PHSCS 626	Relativistic Astrophysics.	
	physics-and-astronomy		Physics and Astronomy	'3	Astrophysics of the interstellar medium and galactic structure.	PHSCS 627	Galactic Astrophysics 1.	
	physics-and-astronomy		Physics and Astronomy	'3	Astrophysics of the interstellar medium and galactic structure.	PHSCS 628	Galactic Astrophysics 2.	
	physics-and-astronomy		Physics and Astronomy	'3	Advanced electrostatics and magnetostatics, Maxwell's equations and electromagnetic waves, relativistic electrodynamics, radiation theory, and interaction of matter with electromagnetic fields.	PHSCS 641	Mathematical Theory of Electricity and Magnetism.	
	physics-and-astronomy		Physics and Astronomy	'3	Advanced electrostatics and magnetostatics, Maxwell's equations and electromagnetic waves, relativistic electrodynamics, radiation theory, and interaction of matter with electromagnetic fields.	PHSCS 642	Mathematical Theory of Electricity and Magnetism.	
	physics-and-astronomy		Physics and Astronomy	'3	Plasma equilibrium and dynamics using magnetohydrodynamic theory with application to fusion and astrophysical plasmas.	PHSCS 645	Magnetohydrodynamic Theory of Plasmas.	
	physics-and-astronomy		Physics and Astronomy	'3	Nonrelativistic quantum mechanics, with applications.	PHSCS 651	Quantum Mechanics.	
	physics-and-astronomy		Physics and Astronomy	'3	Nonrelativistic quantum mechanics, with applications.	PHSCS 652	Quantum Mechanics.	
	physics-and-astronomy		Physics and Astronomy	'3	Analyzing and modeling electro-mechano-acoustic systems. Transducers, calibration, and acoustical measurements. Sound sources, arrays, coupling, radiation, and directivity. Duct acoustics and acoustic filters.	PHSCS 660	(Phscs-Me En 562) Acoustic Systems.	
	physics-and-astronomy		Physics and Astronomy	'3	General solutions of the wave equation with applications. Kirchhoff-Helmholtz integral theorem. Sound radiation from generalized sources. Attenuation of propagating waves. Acoustic reflection, absorption, and scattering. Enclosed sound fields. Room acoustics. Energy-based acoustics.	PHSCS 661	Advanced Fluid Acoustics.	
	physics-and-astronomy		Physics and Astronomy	'3	Sound-structure interactions. Sound transmission through panels and sound-isolation techniques. Advanced passive and active techniques in sound and vibration control. Near-field acoustic holography.	PHSCS 662	Interactions of Sound Fields and Vibrating Structures.	
	physics-and-astronomy		Physics and Astronomy	'3	Quantum description of light and interactions with matter.  Nonlinear optics.	PHSCS 670	Quantum Optics.	
	physics-and-astronomy		Physics and Astronomy	'3	Physical characteristics of X-ray generation, optics, and experimental applications. Methods of X-ray imaging emphasized.	PHSCS 671	X-Ray Physics.	
	physics-and-astronomy		Physics and Astronomy	'0.5		PHSCS 691 R	Colloquium.	
	physics-and-astronomy		Physics and Astronomy	'0.5	One or two research areas to be selected, with 20 hours of participation required each semester.	PHSCS 696 R	Introduction to Research.	
	physics-and-astronomy		Physics and Astronomy	'0.5-6		PHSCS 697 R	Research.	
	physics-and-astronomy		Physics and Astronomy	'1-9		PHSCS 699 R	Graduate Thesis/Dissertation.	
	physics-and-astronomy		Physics and Astronomy	'0.5-3	Recent and upcoming topics include chaos, thin films, phase transformations, amorphous solids, quantum optics, astronomy using nontraditional frequencies, and particle physics.	PHSCS 711 R	Advanced Topics in Physics.	
	physics-and-astronomy		Physics and Astronomy	'3	Advanced treatment of classical mechanics, including Lagrange's and Hamilton's equations, rigid body motion, and canonical transformations.	PHSCS 721	Dynamics.	
	physics-and-astronomy		Physics and Astronomy	'3	Astrophysics of galaxies, active galactic nuclei, and cosmology.	PHSCS 727	Extragalactic Astrophysics and Cosmology 1.	
	physics-and-astronomy		Physics and Astronomy	'3	Astrophysics of galaxies, active galactic nuclei, and cosmology.	PHSCS 728	Extragalactic Astrophysics and Cosmology 2.	
	physics-and-astronomy		Physics and Astronomy	'3	Advanced thermodynamics, classical statistical mechanics, quantum statistics, and transport theory.	PHSCS 731	Statistical Mechanics.	
	physics-and-astronomy		Physics and Astronomy	'3	Plasma equilibrium and dynamics using a kinetic description, including collisionless damping and collisional transport.	PHSCS 745	Kinetic Theory of Plasmas.	
	physics-and-astronomy		Physics and Astronomy	'3	Topics in relativistic quantum mechanics, including quantum field theory.	PHSCS 751	Advanced Quantum Theory.	
	physics-and-astronomy		Physics and Astronomy	'3	Topics in relativistic quantum mechanics, including quantum field theory.	PHSCS 752	Advanced Quantum Theory.	
	physics-and-astronomy		Physics and Astronomy	'3	Quantum theory of solids, emphasizing the unifying principles of symmetry, energy-band theory, dynamics of electrons and of periodic lattices, and cooperative phenomena.	PHSCS 781	Modern Theory of Solids.	
	physics-and-astronomy		Physics and Astronomy	'3	Quantum theory of solids, emphasizing the unifying principles of symmetry, energy-band theory, dynamics of electrons and of periodic lattices, and cooperative phenomena.	PHSCS 782	Modern Theory of Solids.	
	physics-and-astronomy		Physics and Astronomy	'1-3	Focused readings and student presentations based on these readings.	PHSCS 795 R	Readings in the Research Literature.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'0.5-4	Close interaction between small groups of students and instructor on topics in physiology, developmental biology, or biophysics.  Topics vary.	PDBIO 550 R	Advanced Topics in Physiology and Developmental Biology.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'0.5-4	Close interaction between small groups of students and instructor on topics in physiology, developmental biology, or biophysics.  Topics vary.	PDBIO 550 R	Molecular Dynamics.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'3	Overview of physiological and pharmacological mechanisms and principles of human therapeutics as applied to clinically significant pathophysiology.	PDBIO 561	Physiology of Drug Mechanisms.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'3	Mammalian reproductive physiology.	PDBIO 562	Reproductive Physiology.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'3	Mammalian hormones.	PDBIO 565	Endocrinology.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'3	Using electrophysiology and biophysics as an approach to study of physiology. Extensive look at ion channels and cell signaling.	PDBIO 568	Cellular Electrophysiology and Biophysics.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'3	Gene function and regulation during cell specification and differentiation, pattern formation, and organogenesis in developing embryo.	PDBIO 582	Developmental Genetics.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'3	Primary literature used to explore modern concepts of physiology at the cellular and molecular level.  Topics include muscle function, transport mechanisms, cell signaling, and ion channels.	PDBIO 601	Cellular and Molecular Physiology.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'1-6	Laboratory research for graduate students.	PDBIO 649 R	Laboratory Research.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'1-3		PDBIO 650 R	Differential Equations in Biology.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'1-3	Topics vary.	PDBIO 650 R	Selected Topics in Physiology, Developmental Biology, and Neuroscience.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'1-3		PDBIO 650 R	Renal and Gastrointestinal Physiology.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'1-3		PDBIO 650 R	Molecular Neuroscience.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'1-3		PDBIO 650 R	Advanced Developmental Biology.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'2	Advanced course based on current research literature.	PDBIO 664	Cardiovascular and Respiratory Physiology.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'0.5-3	Curricula, principles, concepts, and experiences in teaching life sciences effectively or methods of effective research and grantsmanship in the life sciences.	PDBIO 689 R	Practicum in Life Sciences Teaching or Research.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'0.5	Oral presentation of graduate research project (introduction, methods, hypothesis, results, conclusions).	PDBIO 694 R	Research Presentation.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'0.5	Seminar series organized and run by the Department of Physiology and Developmental Biology. Speakers are enlisted from both inside and outside the university.	PDBIO 696 R	Graduate Seminar.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'1-6		PDBIO 699 R	Master's Thesis.	
	physiology-and-developmental-biology		Physiology and Developmental Biology	'1-18		PDBIO 799 R	Doctoral Dissertation.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3	Applying landscape ecology theory to evaluate, describe, and predict spatial patterns and processes within rangeland ecosystems using geographic information systems (GIS), remote sensing, and global positioning systems (GPS).	PWS 512	Rangeland Landscape Ecology and Geographic Information Systems.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'4	Hands-on course and lab teaching students how to use instrumentation in the field and in controlled settings to measure key environmental parameters. Learning the physical principles underlying sensors.	PWS 513	Environmental Field Instrumentation.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'2	Ecology and role of soil microorganisms in biogeochemical cycles, decomposition of organic matter and waste materials, and bioremediation of contaminated soils and water.	PWS 514	Soil Microbiology.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3	Physical and chemical properties of saline and sodic soils and irrigation waters--their diagnosis, reclamation, and management for sustainable crop production.	PWS 520	Saline and Sodic Soils.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3	Advanced plant physiological ecology principles.	PWS 540	Plant Response to the Environment.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'2	Integrating principles of natural history, population ecology, behavior, and conservation biology of North American ungulates.  Special emphasis on management and conservation applications.	PWS 547	Ungulate Conservation and Management.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3	Quantitative methods for ecological sampling and data analysis.	PWS 551	Quantitative Ecology.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3	Nature of ecosystem disturbance and plant succession; developing science and practice of ecological restoration; case studies of applied restoration.	PWS 553	Restoration Ecology.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3	Integrating principles of ethology, sociobiology, and behavioral ecology using examples from wildlife resources; behavioral sampling methods.	PWS 554	Wildlife Behavioral Ecology.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3	Molecular genetics methods applied to improvement of economically important plants. Theory and methods of plant transformations.	PWS 559	Molecular Plant Breeding.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'2	Laboratory chemical analysis of soils and plant materials in soil and plant research.	PWS 560	Soil and Plant Analysis.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3	Concepts associated with symptoms, development, control, and classification of plant diseases. Identification and classification of plant fungi, bacteria, and viruses.	PWS 575	Plant Pathology.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3	Molecular aspects of the structural and functional characteristics of plant cells, emphasizing characteristics of plant cells setting them apart from animal cells.	PWS 586	Plant Cell Biology.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'1-3		PWS 598 R	Advanced Topics in the Plant and Wildlife Sciences.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3	Life histories of representative carnivores with political, popular, and managerial problems surrounding their existing and proposed conservation.	PWS 629	Conservation of Mega and Meso Carnivores.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3	The design, analysis, and interpretation of biological research using modern analytical tools and relevant software.	PWS 633	Biometry and Experimental Design.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3	Exposure to common tools for analysis and management of plant and animal populations.  Program mark, program distance, movement and home range analysis, point pattern analysis, etc.	PWS 634	Analysis and Management of Plant and Animal Populations.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'2	Sampling, analyzing, and interpretation of plant, water, and soil matrixes in native, agricultural, and urban sites. Emphasis on completing Environmental Site Assessments.	PWS 660	Environmental Site Evaluation and Analysis.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3	Genetic analysis of quantitative traits in plants and animals.	PWS 670	Analysis of Complex Genomes.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3		PWS 673 R	Plant Cytogenetics.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'3	Chromosome structure and function; classical and molecular cytological methods of chromosome and genome analysis.	PWS 673 R	Cytogenetics.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'1		PWS 694 R	Seminar.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'1-9		PWS 697 R	Research.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'1-6		PWS 698 R	Master's Project.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'1-9		PWS 699 R	Master's Thesis.	
	plant-and-wildlife-sciences		Plant and Wildlife Sciences	'1-9		PWS 799 R	Doctoral Dissertation.	
	psychology-0		Psychology	'4	Using and interpreting major quantitative methods in psychology; some commonly used computer methods.	PSYCH 501	Data Analysis in Psychological Research 1.	
	psychology-0		Psychology	'4	Introduction to multivariate data analysis methods, including multivariate analysis of variance, factor analysis, discriminant analysis, multivariate multiple regression, canonical correlation, structural equations modeling, cluster analysis, etc.	PSYCH 502	Data Analysis in Psychological Research 2.	
	psychology-0		Psychology	'3	Overview of designs used in psychotherapeutic literature, emphasizing critical analysis of empirical research.	PSYCH 504	Research Design.	
	psychology-0		Psychology	'3	Overview of research examining processes and outcomes of psychological treatments for psychological disorders.	PSYCH 505	Clinical Research.	
	psychology-0		Psychology	'3	Survey of origins and development of modern psychology, including consideration of the schools and theoretical systems.	PSYCH 510	History and Systems of Psychology.	
	psychology-0		Psychology	'3	Issues in philosophy of science as they apply to social sciences, including methods, epistemology, and construction of knowledge.	PSYCH 511	Philosophy of Science for the Social Sciences.	
	psychology-0		Psychology	'3	Theories and methods of qualitative research emphasizing philosophical assumptions, question formulation, data gathering, interpretation, and presentation of findings.	PSYCH 512	Qualitative Research Methods.	
	psychology-0		Psychology	'3	Advanced topics and skills in behavioral neuroscience.	PSYCH 513 R	Topics in Behavioral Neuroscience.	
	psychology-0		Psychology	'3	Major research in developmental psychology, emphasizing theory, content, and methodology.	PSYCH 520	Advanced Developmental Psychology.	
	psychology-0		Psychology	'3	Personal and interpersonal aspects of organizational life: goal setting, decision making, problem solving, communication, control, leadership, motivation, and change.	PSYCH 531	Organizational Psychology.	
	psychology-0		Psychology	'3	Contemporary theories of personality developed within the framework of major psychological systems.	PSYCH 540	Personality Theory.	
	psychology-0		Psychology	'3	Current theories and research on interaction with others.	PSYCH 550	Theory and Research in Social Psychology.	
	psychology-0		Psychology	'3	Overview of domains in which social psychological theory and research have been applied in field settings.	PSYCH 552	Applied Social Psychology.	
	psychology-0		Psychology	'3	Critical review of current theories and persistent issues.	PSYCH 560	Learning Theory.	
	psychology-0		Psychology	'3	Theoretical, historical, and empirical overview; recent trends and issues; role of animal studies; methodological issues.	PSYCH 565	Motivational Psychology.	
	psychology-0		Psychology	'3	Theory and research in perception, attention, language, problem solving, and other thinking processes.	PSYCH 575	Cognitive Processes.	
	psychology-0		Psychology	'3	Variable topics concerning the application of mathematical and statistical methods to psychology, with emphasis on jointly publishing a methods paper.	PSYCH 578 R	Seminar in Mathematical Psychology.	
	psychology-0		Psychology	'3	In-depth examination of behavior from perspective of health and disease	PSYCH 583	Health Psychology.	
	psychology-0		Psychology	'3	Critical study of brain-behavior relationships.	PSYCH 585	Human Neuropsychology/Biological Bases of Behavior.	
	psychology-0		Psychology	'0.5	Assessing current research across all domains of psychology and related fields; providing communication and career-seeking skills.	PSYCH 605 R	Professional Seminar in Psychology.	
	psychology-0		Psychology	'3	Ethical issues in professional and scientific psychology from a historical and contemporary framework.	PSYCH 609	Professional and Ethical Issues in Psychology.	
	psychology-0		Psychology	'4	Diagnosis and etiology of mental and emotional disorders in children and adults.	PSYCH 611	Psychopathology.	
	psychology-0		Psychology	'3	Advanced study of etiology, diagnosis, prevalence, associated features, and theories of psychological and developmental disorders in children and adolescents.	PSYCH 612	Developmental Psychopathology.	
	psychology-0		Psychology	'0.5	A critical examination of recent topics and interests within developmental psychology.	PSYCH 620 R	Advanced Seminar in Developmental Psychology.	
	psychology-0		Psychology	'3	Methods used in assessing intellectual status in children and adults.	PSYCH 622	Assessment 1: Intelligence.	
	psychology-0		Psychology	'3	Methods used in assessing the personality and behavioral characteristics of children and adults.	PSYCH 623	Assessment 2: Personality.	
	psychology-0		Psychology	'3	An advanced examination of the biological foundations of social, emotional, perceptual, and cognitive development.	PSYCH 626	Advanced Biological Bases of Development.	
	psychology-0		Psychology	'3	An advanced examination of early social and emotional development in children, including parent-child and peer relationships as well as the development of social cognition.	PSYCH 627	Advanced Social Development.	
	psychology-0		Psychology	'3	An advanced examination of early perceptual and cognitive development in human infants and young children.	PSYCH 628	Advanced Perceptual and Cognitive Development.	
	psychology-0		Psychology	'3	Clinical issues in the context of cultural diversity and contemporary social trends.	PSYCH 645	Cultural Diversity and Gender Issues.	
	psychology-0		Psychology	'3		PSYCH 648 R	Role of Theory in Psychotherapy.	
	psychology-0		Psychology	'0.5	A critical examination of recent topics and interests within social psychology.	PSYCH 650 R	Advanced Seminar in Social Psychology.	
	psychology-0		Psychology	'3	Theory and techniques employed in psychotherapy that focus on relationship and psychodynamic approaches.	PSYCH 651	Psychotherapy 1: Relationship and Psychodynamic.	
	psychology-0		Psychology	'3	Theory, treatment principles, and techniques of cognitive-behavioral therapy.	PSYCH 652	Psychotherapy 2: Cognitive - Behavioral.	
	psychology-0		Psychology	'3	Theory and treatment techniques of child and adolescent therapy.	PSYCH 653	Psychotherapy 3: Child and Adolescent.	
	psychology-0		Psychology	'3	Theory and techniques of small-group processes.	PSYCH 654	Psychtherapy 4: Group.	
	psychology-0		Psychology	'3	Comprehensive study of the human dysfunctional brain.	PSYCH 680	Clinical Neuropsychology.	
	psychology-0		Psychology	'3	Advanced topics in health psychology research and practice.	PSYCH 686 R	Seminar in Health Psychology.	
	psychology-0		Psychology	'3	Major classes of psychoactive drugs, emphasizing drug-behavioral interactions.	PSYCH 687 R	Seminar in Psychopharmacology.	
	psychology-0		Psychology	'3	Prepares graduate students for independent teaching experiences.	PSYCH 693	Teaching Psychology.	
	psychology-0		Psychology	'1	Lab portion of Psych 693 entailing actual teaching experience and its supervision.	PSYCH 694	Psychology Teaching Practicum.	
	psychology-0		Psychology	'0.5-3	Faculty-supervised readings as arranged by student.	PSYCH 695 R	Independent Readings.	
	psychology-0		Psychology	'0.5-4	Faculty-supervised research as arranged by student.	PSYCH 697 R	Independent Research.	
	psychology-0		Psychology	'0.5-9	Concluding research for master's program, culminating in final oral examination.	PSYCH 699 R	Master's Thesis.	
	psychology-0		Psychology	'0.5	Supervised reimbursed experience in community agencies.	PSYCH 700 R	Externship in Clinical Psychology.	
	psychology-0		Psychology	'0.5-3	Intensive introduction to Rorschach Inkblot Technique, including administration, coding, scoring, and interpretation as specified in the Exner Comprehensive System.	PSYCH 711 R	Rorschach Technique.	
	psychology-0		Psychology	'0.5-3		PSYCH 711 R	Advanced Child Assessment.	
	psychology-0		Psychology	'0.5-3	Theory and practice in specific topics.	PSYCH 711 R	Topics in Clinical Psychology	
	psychology-0		Psychology	'3		PSYCH 712 R	Seminar in Neuroanatomy.	
	psychology-0		Psychology	'3		PSYCH 712 R	Neuropsychology Assessment: Adult.	
	psychology-0		Psychology	'3	Current topics, including neuroanatomy and adult and child assessment. Other topics as determined by student interest.	PSYCH 712 R	Topics in Neuropsychology.	
	psychology-0		Psychology	'3		PSYCH 712 R	Neuropsychology Assessment: Child.	
	psychology-0		Psychology	'3	A critical examination of recent topics and interests within developmental psychology.	PSYCH 720 R	Advanced Topics in Developmental Psychology.	
	psychology-0		Psychology	'0.5	Case presentations; professional, ethical, and research issues pertinent to assessment and intervention.	PSYCH 740 R	Case Conference.	
	psychology-0		Psychology	'0.5-3	Supervised assessment and intervention, integrating psychopathology diagnosis and treatment.	PSYCH 741 R	Integrative Practicum.	
	psychology-0		Psychology	'3		PSYCH 742 R	Biofeedback.	
	psychology-0		Psychology	'3		PSYCH 742 R	Forensic.	
	psychology-0		Psychology	'1	Supervised experience in community agencies.	PSYCH 743 R	Clerkship in Clinical Psychology.	
	psychology-0		Psychology	'2	Full-time training at approved mental health agency.	PSYCH 745	Clinical Internship.	
	psychology-0		Psychology	'2	Full-time training at approved mental health agency.	PSYCH 746	Clinical Internship.	
	psychology-0		Psychology	'1	Full-time training at approved mental health agency.	PSYCH 747	Clinical Internship.	
	psychology-0		Psychology	'1	Full-time training at approved mental health agency.	PSYCH 748	Clinical Internship.	
	psychology-0		Psychology	'3	A critical examination of recent topics and interests within social psychology.	PSYCH 750 R	Advanced Topics in Social Psychology.	
	psychology-0		Psychology	'3	A critical examination of recent topics and interests within behavioral neuroscience.	PSYCH 785 R	Advanced Topics in Behavioral Neuroscience.	
	psychology-0		Psychology	'0.5-9	Concluding research for doctoral program, culminating in final oral examination.	PSYCH 799 R	Doctoral Dissertation.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Designing and evaluating policy in international development. Empirical evidence from randomized control trials, best practices in development policy, behavioral economics and models of behavior change, and design thinking.	P MGT 519	International Development Policy.	
	public-management-romney-institute		Public Management, Romney Institute of	'1.5	Resource development skills including grant writing and contract management.	P MGT 552	Nonprofit Resource Development.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Accounting systems and processes emphasizing use of management control, financial analysis, decision making, performance evaluation. Spreadsheets and database management.	P MGT 603	Managerial Accounting and Computer Concepts.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Basic microeconomic theory and tools applied to strategic decision making and management strategy.	P MGT 612	Economic Decision Making for Managers.	
	public-management-romney-institute		Public Management, Romney Institute of	'0.5-3	Advanced study in economics with variation in topics to meet current needs.	P MGT 619 R	Seminar in Economic Analysis.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Management of public and nonprofit financial resources: budget allocation, control, and planning.	P MGT 621	Public and Nonprofit Budgeting.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Acquisition and management of government financial resources such as taxes, user fees, and revenue sharing.	P MGT 622	Governmental Finance.	
	public-management-romney-institute		Public Management, Romney Institute of	'1.5	Introduction to the study of nonprofit organizations, including history, philosophy, organizational structure, government relations, tax rules, and applicable laws.	P MGT 623	Nonprofit Structure and Tax.	
	public-management-romney-institute		Public Management, Romney Institute of	'1.5	Study of the financial structure and income sources for nonprofit organizations, and the applicable laws regulating nonprofit finance.	P MGT 624	Nonprofit Finance.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Advanced study of capital markets, debt instruments, bond issues, debt servicing, and financial disclosure requirements.	P MGT 625	Debt Management.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Exploring policies and systems to guide the acquisition and management of financial resources for governmental functions.	P MGT 626	Budgeting and Finance.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Cash-management systems, policies, and processes in the public-sector; banking services and relationships; and the investment of idle funds.	P MGT 627	Cash Management and Investments.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Principles and methodologies of evaluating programs and assessing program effectiveness in governmental and nonprofit entities.	P MGT 628	Public Program Evaluation.	
	public-management-romney-institute		Public Management, Romney Institute of	'0.5-3	Advanced study in public-sector financial management and analysis, with variation of topics to address emerging issues and meet current needs.	P MGT 629 R	Seminar in Financial Management.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Introduction to research methods and applied basic statistical procedures including sampling, descriptive statistics, inferential statistics, and linear and multiple regression.	P MGT 630	Statistical Analysis.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Effective decision making using software decision-analysis tools and applications to important managerial decisions.	P MGT 632	Quantitative Decision Analysis.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Using statistical and smoothing models to facilitate decision making in the public, nonprofit, and private sectors.  Applying time series and casual modeling to identify and forecast trend, cyclical, and seasonal patterns in revenue, expenditure, and macroeconomic data.	P MGT 634	Data Analysis and Forecasting.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Current theory and practice of human resource management in the public and not-for-profit sectors.	P MGT 640	Human Resource Management.	
	public-management-romney-institute		Public Management, Romney Institute of	'3	Personal effectiveness in organizations; increased awareness of interpersonal strengths and weaknesses.	P MGT 641	Organizational Behavior.	
